repeat,seed,fold,method,accuracy,sensitivity,specificity,precision,mcc,f1,auc_roc,tp,tn,fp,fn
2,29,0,Logistic Regression,0.6842105263157895,0.7291666666666666,0.6382978723404256,0.6730769230769231,0.36910428181921784,0.7,0.7593085106382979,35,30,17,13
2,29,1,PCA64-SRC (initial reference),0.8105263157894737,0.851063829787234,0.7708333333333334,0.7843137254901961,0.6235577726537999,0.8163265306122449,0.8807624113475178,40,37,11,7
2,29,1,AntiDMPpred-RF (reimplemented),0.7263157894736842,0.7446808510638298,0.7083333333333334,0.7142857142857143,0.4532151221690301,0.7291666666666666,0.827127659574468,35,34,14,12
2,29,1,RBF-SVM,0.8105263157894737,0.9148936170212766,0.7083333333333334,0.7543859649122807,0.6360431018595892,0.8269230769230769,0.8692375886524824,43,34,14,4
2,29,1,Gradient Boosting,0.6526315789473685,0.723404255319149,0.5833333333333334,0.6296296296296297,0.309633354986357,0.6732673267326733,0.7624113475177305,34,28,20,13
2,29,1,Logistic Regression,0.7473684210526316,0.8085106382978723,0.6875,0.7169811320754716,0.4993418418751959,0.76,0.800531914893617,38,33,15,9
2,29,2,PCA64-SRC (initial reference),0.776595744680851,0.7659574468085106,0.7872340425531915,0.782608695652174,0.5533167449931866,0.7741935483870968,0.8637392485287461,36,37,10,11
2,29,2,AntiDMPpred-RF (reimplemented),0.7553191489361702,0.7659574468085106,0.7446808510638298,0.75,0.5107539184552492,0.7578947368421053,0.8272974196468991,36,35,12,11
2,29,2,RBF-SVM,0.8191489361702128,0.7021276595744681,0.9361702127659575,0.9166666666666666,0.6565321642986128,0.7951807228915663,0.8818469895880489,33,44,3,14
2,29,2,Gradient Boosting,0.7021276595744681,0.6595744680851063,0.7446808510638298,0.7209302325581395,0.405727350671033,0.6888888888888889,0.8125848800362155,31,35,12,16
2,29,2,Logistic Regression,0.7446808510638298,0.7021276595744681,0.7872340425531915,0.7674418604651163,0.4911436350228294,0.7333333333333333,0.8021729289271162,33,37,10,14
2,29,3,PCA64-SRC (initial reference),0.7553191489361702,0.7446808510638298,0.7659574468085106,0.7608695652173914,0.5107539184552492,0.7526881720430108,0.840651878678135,35,36,11,12
2,29,3,AntiDMPpred-RF (reimplemented),0.6914893617021277,0.7446808510638298,0.6382978723404256,0.6730769230769231,0.38516444325982163,0.7070707070707071,0.7901765504753282,35,30,17,12
2,29,3,RBF-SVM,0.7127659574468085,0.7021276595744681,0.723404255319149,0.717391304347826,0.4256282653793743,0.7096774193548387,0.8094160253508376,33,34,13,14
2,29,3,Gradient Boosting,0.6702127659574468,0.7446808510638298,0.5957446808510638,0.6481481481481481,0.34426518632954817,0.693069306930693,0.7727478497057493,35,28,19,12
2,29,3,Logistic Regression,0.723404255319149,0.7446808510638298,0.7021276595744681,0.7142857142857143,0.4472135954999579,0.7291666666666666,0.7541874151199638,35,33,14,12
2,29,4,PCA64-SRC (initial reference),0.8404255319148937,0.7872340425531915,0.8936170212765957,0.8809523809523809,0.6847367880174606,0.8314606741573034,0.9180624717066546,37,42,5,10
2,29,4,AntiDMPpred-RF (reimplemented),0.7446808510638298,0.7446808510638298,0.7446808510638298,0.7446808510638298,0.48936170212765956,0.7446808510638298,0.8569488456315075,35,35,12,12
2,29,4,RBF-SVM,0.8191489361702128,0.7446808510638298,0.8936170212765957,0.875,0.6454972243679028,0.8045977011494253,0.8936170212765958,35,42,5,12
2,29,4,Gradient Boosting,0.7446808510638298,0.723404255319149,0.7659574468085106,0.7555555555555555,0.4898053664999539,0.7391304347826086,0.8098687188773201,34,36,11,13
2,29,4,Logistic Regression,0.723404255319149,0.7021276595744681,0.7446808510638298,0.7333333333333333,0.4472135954999579,0.717391304347826,0.7980986871887733,33,35,12,14
3,41,0,PCA64-SRC (initial reference),0.7789473684210526,0.7708333333333334,0.7872340425531915,0.7872340425531915,0.5580673758865248,0.7789473684210526,0.8665780141843973,37,37,10,11
3,41,0,AntiDMPpred-RF (reimplemented),0.7473684210526316,0.7708333333333334,0.723404255319149,0.74,0.49489613336650645,0.7551020408163265,0.8182624113475178,37,34,13,11
3,41,0,RBF-SVM,0.7894736842105263,0.7291666666666666,0.851063829787234,0.8333333333333334,0.5841273199415831,0.7777777777777778,0.8355496453900709,35,40,7,13
3,41,0,Gradient Boosting,0.6842105263157895,0.6666666666666666,0.7021276595744681,0.6956521739130435,0.3689579076757662,0.6808510638297872,0.7291666666666666,32,33,14,16
3,41,0,Logistic Regression,0.6947368421052632,0.6875,0.7021276595744681,0.7021276595744681,0.3896276595744681,0.6947368421052632,0.7446808510638298,33,33,14,15
