repeat,seed,fold,dimension,selected,mode,alpha,mcc
3,41,4,32,False,pca32,0.02,0.4287875513428918
3,41,4,64,False,pca64,0.001,0.40777286698912213
3,41,4,64,False,pca64,0.005,0.42917257826456273
3,41,4,64,True,pca64,0.01,0.4343551795452143
3,41,4,64,False,pca64,0.02,0.3970255105026776
3,41,4,128,False,pca128,0.001,0.4497606323016678
3,41,4,128,False,pca128,0.005,0.4497606323016678
3,41,4,128,False,pca128,0.01,0.4603174603174603
3,41,4,128,True,pca128,0.02,0.4708994708994709
4,53,0,16,False,pca16,0.001,0.3115898541312804
4,53,0,16,False,pca16,0.005,0.3115898541312804
4,53,0,16,False,pca16,0.01,0.31707775282440376
4,53,0,16,True,pca16,0.02,0.3277451018173361
4,53,0,32,False,pca32,0.001,0.40137261622483267
4,53,0,32,False,pca32,0.005,0.39619673268988576
4,53,0,32,True,pca32,0.01,0.40655595653748355
4,53,0,32,False,pca32,0.02,0.3904873394296213
4,53,0,64,False,pca64,0.001,0.4761972444689418
4,53,0,64,True,pca64,0.005,0.4868434142587058
4,53,0,64,False,pca64,0.01,0.46464939998265575
4,53,0,64,False,pca64,0.02,0.4758346432348385
4,53,0,128,False,pca128,0.001,0.4750733789232337
4,53,0,128,False,pca128,0.005,0.46431290567080324
4,53,0,128,False,pca128,0.01,0.4749275418625377
4,53,0,128,True,pca128,0.02,0.5017187615271689
4,53,1,16,True,pca16,0.001,0.38064355516693565
4,53,1,16,False,pca16,0.005,0.3645225187352276
4,53,1,16,False,pca16,0.01,0.3700019073880751
4,53,1,16,False,pca16,0.02,0.3600901808543831
4,53,1,32,True,pca32,0.001,0.453591129123044
4,53,1,32,False,pca32,0.005,0.4430465269530521
4,53,1,32,False,pca32,0.01,0.43237082066869303
4,53,1,32,False,pca32,0.02,0.453591129123044
4,53,1,64,False,pca64,0.001,0.5236855625118317
4,53,1,64,True,pca64,0.005,0.5285105264893979
4,53,1,64,False,pca64,0.01,0.5285105264893979
4,53,1,64,False,pca64,0.02,0.5230679860071958
4,53,1,128,False,pca128,0.001,0.5440005456868744
4,53,1,128,True,pca128,0.005,0.5492299952046789
4,53,1,128,False,pca128,0.01,0.5332470229882047
4,53,1,128,False,pca128,0.02,0.5440005456868744
4,53,2,16,True,pca16,0.001,0.360196978159446
4,53,2,16,False,pca16,0.005,0.34960294939005054
4,53,2,16,False,pca16,0.01,0.33885683047364623
4,53,2,16,False,pca16,0.02,0.317999364001908
4,53,2,32,True,pca32,0.001,0.4305283859114459
4,53,2,32,False,pca32,0.005,0.42500315433199165
4,53,2,32,False,pca32,0.01,0.4305283859114459
4,53,2,32,False,pca32,0.02,0.41526976724996095
4,53,2,64,True,pca64,0.001,0.4718515051710988
4,53,2,64,False,pca64,0.005,0.4718515051710988
4,53,2,64,False,pca64,0.01,0.45610667976947344
4,53,2,64,False,pca64,0.02,0.46096313961749336
4,53,2,128,False,pca128,0.001,0.497528630116646
4,53,2,128,True,pca128,0.005,0.5136878973759071
4,53,2,128,False,pca128,0.01,0.5134863269167964
4,53,2,128,False,pca128,0.02,0.497528630116646
4,53,3,16,False,pca16,0.001,0.3182139626298652
4,53,3,16,False,pca16,0.005,0.3078493817275997
4,53,3,16,True,pca16,0.01,0.31846487764924103
4,53,3,16,False,pca16,0.02,0.3029644197154619
4,53,3,32,True,pca32,0.001,0.42857142857142855
4,53,3,32,False,pca32,0.005,0.42328634821688516
4,53,3,32,False,pca32,0.01,0.4074986801761814
4,53,3,32,False,pca32,0.02,0.40212203080604086
4,53,3,64,False,pca64,0.001,0.41820020439615374
4,53,3,64,False,pca64,0.005,0.41808306147945884
4,53,3,64,False,pca64,0.01,0.41801282296272657
4,53,3,64,True,pca64,0.02,0.42328634821688516
4,53,3,128,False,pca128,0.001,0.48158934929912345
4,53,3,128,True,pca128,0.005,0.48694291458224925
4,53,3,128,False,pca128,0.01,0.48158934929912345
4,53,3,128,False,pca128,0.02,0.4713218852211931
4,53,4,16,True,pca16,0.001,0.35547393308178504
4,53,4,16,False,pca16,0.005,0.3500353588928517
4,53,4,16,False,pca16,0.01,0.3500353588928517
4,53,4,16,False,pca16,0.02,0.3394282268051895
4,53,4,32,False,pca32,0.001,0.4640742578223527
4,53,4,32,True,pca32,0.005,0.4804118360889831
4,53,4,32,False,pca32,0.01,0.46473589810390803
4,53,4,32,False,pca32,0.02,0.44838438034971756
4,53,4,64,False,pca64,0.001,0.4904173800324294
4,53,4,64,False,pca64,0.005,0.5010786274244388
4,53,4,64,True,pca64,0.01,0.5060857886160893
4,53,4,64,False,pca64,0.02,0.48368003849310587
4,53,4,128,True,pca128,0.001,0.5292857767198361
4,53,4,128,False,pca128,0.005,0.5291671958341271
4,53,4,128,False,pca128,0.01,0.5238388540925307
4,53,4,128,False,pca128,0.02,0.5132562509795503
